Ortschaftsname;PLZ;Zusatzziffer;Gemeindename;Kantonskürzel;E;N
Trans;7407;0;Tomils;GR;2754673;1181190
Trasadingen;8219;0;Trasadingen;SH;2674510;1280170
Travers;2105;0;Val-de-Travers;NE;2541834;1199149
Treiten;3226;0;Treiten;BE;2578883;1206484
Tremona;6865;0;Mendrisio;TI;2718005;1082172
Trey;1552;0;Trey;VD;2560837;1180027
Treycovagnes;1436;0;Treycovagnes;VD;2536667;1180663
Treyfayes;1626;2;Sâles;FR;2562978;1167117
Treytorrens (Payerne);1538;0;Treytorrens (Payerne);VD;2551287;1180194
Treyvaux;1733;0;Treyvaux;FR;2576985;1175301
Triboltingen;8273;0;Ermatingen;TG;2725376;1280372
Triengen;6234;0;Triengen;LU;2648766;1231936
Trient;1929;0;Trient;VS;2565644;1100595
Triesen;9495;0;;;2758624;1219660
Triesenberg;9497;0;;;2760244;1220650
Trimbach;4632;0;Trimbach;SO;2634543;1246389
Trimmis;7203;0;Trimmis;GR;2761409;1196290
Trimstein;3083;0;Münsingen;BE;2610774;1194966
Trin;7014;0;Trin;GR;2746855;1188388
Trin Mulin;7016;0;Trin;GR;2744774;1188426
Trogen;9043;0;Trogen;AR;2753201;1252691
Trogne (St-Martin);1969;3;Saint-Martin (VS);VS;2601173;1112987
Troinex;1256;0;Troinex;GE;2500347;1113007
Troistorrents;1872;0;Troistorrents;VS;2559911;1119946
Trub;3556;0;Trub;BE;2633351;1199286
Trubschachen;3555;0;Trubschachen;BE;2631004;1196948
Trun;7166;0;Trun;GR;2717888;1178047
Truttikon;8467;0;Truttikon;ZH;2696775;1275984
Trélex;1270;0;Trélex;VD;2505070;1140955
Trübbach;9477;0;Wartau;SG;2755227;1215641
Trüllikon;8466;0;Trüllikon;ZH;2693898;1276998
Tschappina;7428;0;Tschappina;GR;2748356;1172441
Tscheppach;4576;0;Buchegg;SO;2603343;1221968
Tscherlach;8881;6;Walenstadt;SG;2744136;1220373
Tschiertschen;7064;0;Tschiertschen-Praden;GR;2765270;1187270
Tschierv;7532;0;Val Müstair;GR;2822219;1167799
Tschingel ob Gunten;3656;0;Sigriswil;BE;2620714;1174739
Tschlin;7559;0;Valsot;GR;2827465;1195407
Tschugg;3233;0;Tschugg;BE;2572436;1208483
Tuggen;8856;0;Tuggen;SZ;2714342;1228778
Tumegl/Tomils;7418;0;Tomils;GR;2752873;1180851
Turbach;3781;0;Saanen;BE;2592091;1147520
Turbenthal;8488;0;Turbenthal;ZH;2706640;1254587
Turgi;5300;0;Turgi;AG;2661423;1260315
Turin (Salins);1991;4;Sion;VS;2593474;1118232
Turtmann;3946;0;Turtmann-Unterems;VS;2620264;1128029
Tuttwil;9546;0;Wängi;TG;2713486;1260181
Twann;2513;0;Twann-Tüscherz;BE;2578837;1216074
Tägerig;5522;0;Tägerig;AG;2663263;1250874
Tägerschen;9554;0;Tobel-Tägerschen;TG;2719641;1262948
Tägertschi;3111;0;Tägertschi;BE;2611278;1191441
Tägerwilen;8274;0;Tägerwilen;TG;2726795;1279190
Täsch;3929;0;Täsch;VS;2626575;1101903
Täuffelen;2575;0;Täuffelen;BE;2581772;1212702
Törbel;3923;0;Törbel;VS;2631675;1120840
Tübach;9327;0;Tübach;SG;2751922;1261508
Tüscherz-Alfermée;2512;0;Twann-Tüscherz;BE;2581534;1218491
Udligenswil;6044;0;Udligenswil;LU;2672938;1216014
Ueberstorf;3182;0;Ueberstorf;FR;2589818;1190605
Uebeschi;3635;0;Uebeschi;BE;2608623;1176502
Ueken;5028;0;Ueken;AG;2645655;1259481
Uerikon;8713;0;Stäfa;ZH;2699808;1232354
Uerkheim;4813;0;Uerkheim;AG;2644101;1239415
Uerschhausen;8537;2;Hüttwilen;TG;2703799;1273914
Uerzlikon;8926;3;Kappel am Albis;ZH;2680381;1230513
Uesslingen;8524;0;Uesslingen-Buch;TG;2705172;1270911
Uetendorf;3661;0;Uetendorf;BE;2610498;1180818
Uetikon am See;8707;0;Uetikon am See;ZH;2693865;1236137
Uetliberg;8143;2;Stallikon;ZH;2679494;1244734
Uetliburg SG;8738;0;Gommiswald;SG;2720247;1233612
Uettligen;3043;0;Wohlen bei Bern;BE;2596080;1204297
Uezwil;5619;2;Uezwil;AG;2662980;1241004
Uffikon;6253;0;Dagmersellen;LU;2644129;1229076
Ufhusen;6153;0;Ufhusen;LU;2635011;1218610
Uhwiesen;8248;0;Laufen-Uhwiesen;ZH;2689438;1280668
Uitikon Waldegg;8142;0;Uitikon;ZH;2676274;1247140
Ulisbach;9631;0;Wattwil;SG;2726156;1238454
Ulmiz;3214;0;Ulmiz;FR;2581880;1197971
Ulrichen;3988;0;Obergoms;VS;2666239;1151137
Umiken;5222;0;Brugg;AG;2656205;1259121
Undervelier;2863;0;Haute-Sorne;JU;2583384;1239156
Unterbach BE;3857;0;Meiringen;BE;2651465;1176518
Unterbäch VS;3944;0;Unterbäch;VS;2627521;1125817
Untereggen;9033;0;Untereggen;SG;2751366;1257655
Unterems;3948;0;Turtmann-Unterems;VS;2619455;1126758
Unterendingen;5305;0;Endingen;AG;2664290;1266495
Unterengstringen;8103;0;Unterengstringen;ZH;2675673;1251733
Unterentfelden;5035;0;Unterentfelden;AG;2645298;1246711
Unteriberg;8842;0;Unteriberg;SZ;2703673;1212606
Unterkulm;5726;0;Unterkulm;AG;2650637;1240087
Unterlangenegg;3614;0;Unterlangenegg;BE;2619402;1183029
Unterlunkhofen;8918;0;Unterlunkhofen;AG;2671727;1241679
Unterramsern;4588;0;Unterramsern;SO;2603341;1218528
Unterrindal;9604;2;Lütisburg;SG;2724645;1252332
Unterschächen;6465;0;Unterschächen;UR;2701395;1190867
Unterseen;3800;2;Unterseen;BE;2630227;1170303
Untersiggenthal;5417;0;Untersiggenthal;AG;2661873;1261938
Unterstammheim;8476;0;Unterstammheim;ZH;2701104;1277477
Untersteckholz;4916;0;Langenthal;BE;2630920;1228305
Unterterzen;8882;0;Quarten;SG;2737556;1219509
Untervaz;7204;0;Untervaz;GR;2759187;1199535
Untervaz Bahnhof;7201;0;Trimmis;GR;2761037;1197701
Unterwasser;9657;0;Wildhaus-Alt St. Johann;SG;2741700;1228934
Unterägeri;6314;0;Unterägeri;ZG;2686519;1220893
Uors (Lumnezia);7114;0;Lumnezia;GR;2733499;1173892
Urdorf;8902;0;Urdorf;ZH;2674034;1248667
Urmein;7427;0;Urmein;GR;2750281;1173153
Urnerboden;8751;0;Spiringen;UR;2711553;1194134
Urnäsch;9107;0;Urnäsch;AR;2738960;1242141
Ursenbach;4937;0;Ursenbach;BE;2625359;1220576
Ursins;1412;2;Ursins;VD;2541116;1176305
Urswil;6280;2;Hochdorf;LU;2665095;1222473
Ursy;1670;0;Ursy;FR;2553715;1165105
Urtenen-Schönbühl;3322;0;Urtenen-Schönbühl;BE;2604875;1207860
Uster;8610;0;Uster;ZH;2696590;1244675
Uttigen;3628;0;Uttigen;BE;2610361;1182449
Uttwil;8592;0;Uttwil;TG;2743101;1272055
Utzenstorf;3427;0;Utzenstorf;BE;2609374;1219860
Utzigen;3068;0;Vechigen;BE;2609425;1201005
Uvrier;1958;2;Sion;VS;2597980;1122147
Uznach;8730;0;Uznach;SG;2716613;1231415
Uzwil;9240;0;Uzwil;SG;2728258;1255167
Vacallo;6833;0;Vacallo;TI;2724008;1078595
Vadura;7314;0;Pfäfers;SG;2755834;1202636
Vaduz;9490;0;;;2758143;1224106
Vaglio;6947;0;Capriasca;TI;2717618;1101953
Vaglio;6947;0;Capriasca;TI;2720865;1107132
Vairano;6575;1;Gambarogno;TI;2706192;1109814
Val-d'Illiez;1873;0;Val-d'Illiez;VS;2557892;1117146
Valangin;2042;0;Valangin;NE;2559583;1207372
Valbella;7077;0;Vaz/Obervaz;GR;2761537;1179921
Valchava;7535;0;Val Müstair;GR;2827511;1165298
Valendas;7122;0;Safiental;GR;2740677;1183302
Valens;7317;0;Pfäfers;SG;2755162;1204158
Valeyres-sous-Montagny;1441;0;Valeyres-sous-Montagny;VD;2536658;1183422
Valeyres-sous-Rances;1358;0;Valeyres-sous-Rances;VD;2529759;1178271
Valeyres-sous-Ursins;1412;0;Valeyres-sous-Ursins;VD;2540165;1177533
Vallamand;1586;0;Vully-les-Lacs;VD;2569542;1197930
Vallon;1565;2;Vallon;FR;2563012;1192743
Vallorbe;1337;0;Vallorbe;VD;2519058;1174069
Vals;7132;0;Vals;GR;2733223;1164508
Valzeina;7213;0;Grüsch;GR;2764757;1202261
Vandoeuvres;1253;0;Vandoeuvres;GE;2504626;1119614
Varen;3953;2;Varen;VS;2613301;1129619
Varenzo;6777;1;Quinto;TI;2698687;1151004
Vasön;7317;3;Pfäfers;SG;2754969;1202246
Vattiz;7146;0;Lumnezia;GR;2731448;1174384
Vauderens;1675;0;Ursy;FR;2554728;1163726
Vauffelin;2537;0;Sauge;BE;2589732;1226307
Vaugondry;1423;4;Tévenon;VD;2538845;1188679
Vaulion;1325;0;Vaulion;VD;2519814;1171426
Vaulruz;1627;0;Vaulruz;FR;2565880;1163716
Vaumarcus;2028;0;Vaumarcus;NE;2547897;1192176
Vaux-sur-Morges;1126;0;Vaux-sur-Morges;VD;2525412;1154379
Vaz/Obervaz;7082;0;Vaz/Obervaz;GR;2759348;1173417
Vella;7144;0;Lumnezia;GR;2732826;1175467
Vellerat;2830;2;Vellerat;JU;2594809;1241051
Veltheim AG;5106;0;Veltheim (AG);AG;2653265;1254104
Vendlincourt;2943;0;Vendlincourt;JU;2577957;1255627
Vens (Sembrancher);1933;2;Vollèges;VS;2575838;1104148
Venthône;3973;0;Venthône;VS;2607191;1128486
Verbier;1936;0;Bagnes;VS;2583032;1105673
Vercorin;3967;0;Chalais;VS;2607286;1122899
Verdabbio;6538;0;Verdabbio;GR;2738426;1125249
Verdabbio;6538;0;Verdabbio;GR;2732562;1125666
Verdasio;6655;2;Centovalli;TI;2692490;1113293
Vergeletto;6664;0;Vergeletto;TI;2689770;1120163
Vermes;2829;0;Val Terbi;JU;2602980;1242101
Vernamiège;1961;0;Mont-Noble;VS;2599947;1117634
Vernate;6992;0;Vernate;TI;2711987;1094819
Vernayaz;1904;0;Vernayaz;VS;2569094;1109281
Vernier;1214;0;Vernier;GE;2495663;1119105
Vers-chez-Perrin;1551;0;Payerne;VD;2562135;1182926
Vers-l'Eglise;1864;0;Ormont-Dessus;VD;2576371;1133632
Versam;7104;0;Safiental;GR;2745558;1178062
Versam;7104;0;Safiental;GR;2744810;1184214
Verscio;6653;0;Terre di Pedemonte;TI;2699864;1115619
Versegères;1947;0;Bagnes;VS;2584117;1101475
Versoix;1290;0;Versoix;GE;2501861;1126407
Vesin;1483;3;Cugy (FR);FR;2556808;1184211
Vessy;1234;0;Veyrier;GE;2500844;1114240
Vevey;1800;0;Vevey;VD;2554636;1145474
Vex;1981;0;Vex;VS;2597022;1117959
Veyras;3968;0;Veyras;VS;2607580;1127897
Veyrier;1255;0;Veyrier;GE;2503258;1113587
Veysonnaz;1993;0;Veysonnaz;VS;2592084;1116199
Veytaux;1820;6;Veytaux;VD;2560806;1141179
Vezia;6943;0;Vezia;TI;2716028;1097988
Vezio;6938;0;Alto Malcantone;TI;2711753;1100408
Viano;7747;0;Brusio;GR;2808259;1126062
Vich;1267;1;Vich;VD;2508612;1142692
Vichères (Liddes);1945;9;Liddes;VS;2578920;1093917
Vico Morcote;6921;0;Vico Morcote;TI;2715097;1087626
Vicosoprano;7603;0;Bregaglia;GR;2768210;1135764
Vicques;2824;0;Val Terbi;JU;2598073;1244035
Vielbringen b. Worb;3075;2;Worb;BE;2608048;1196020
Viganello;6962;0;Lugano;TI;2718544;1096768
Vignogn;7147;0;Lumnezia;GR;2731439;1173265
Vilars NE;2063;0;Val-de-Ruz;NE;2561126;1209106
Villa (Ayent);1966;6;Ayent;VS;2598294;1124995
Villa (Evolène);1985;2;Evolène;VS;2605739;1106199
Villa Bedretto;6781;1;Bedretto;TI;2683299;1151637
Villa Luganese;6966;0;Lugano;TI;2720565;1101477
Villaraboud;1679;0;Siviriez;FR;2559758;1167658
Villarbeney;1652;2;Botterens;FR;2574730;1164258
Villard-sur-Chamby;1832;2;Montreux;VD;2561031;1146365
Villarepos;1583;0;Villarepos;FR;2572084;1192560
Villargiroud;1694;2;Villorsonnens;FR;2566612;1172751
Villariaz;1685;0;Vuisternens-devant-Romont;FR;2561833;1168299
Villarimboud;1691;0;La Folliaz;FR;2563637;1176587
Villarlod;1695;0;Le Glèbe;FR;2568197;1172749
Villars-Bozon;1148;3;L'Isle;VD;2520983;1162220
Villars-Bramard;1682;4;Valbroye;VD;2558707;1174275
Villars-Burquin;1423;0;Tévenon;VD;2537962;1188710
Villars-Epeney;1404;2;Villars-Epeney;VD;2543357;1181439
Villars-Mendraz;1061;0;Jorat-Menthue;VD;2545701;1166479
Villars-Ste-Croix;1029;0;Villars-Sainte-Croix;VD;2532683;1157622
Villars-Tiercelin;1058;0;Jorat-Menthue;VD;2543771;1164235
Villars-le-Comte;1515;0;Villars-le-Comte;VD;2551136;1173470
Villars-le-Grand;1584;0;Vully-les-Lacs;VD;2565818;1195030
Villars-le-Terroir;1040;2;Villars-le-Terroir;VD;2538799;1167704
Villars-sous-Champvent;1443;3;Champvent;VD;2534682;1182044
Villars-sous-Mont;1666;2;Bas-Intyamon;FR;2571681;1154363
Villars-sous-Yens;1168;0;Villars-sous-Yens;VD;2522481;1151510
Villars-sur-Fontenais;2903;0;Fontenais;JU;2572979;1248621
Villars-sur-Glâne;1752;0;Villars-sur-Glâne;FR;2575369;1182258
Villars-sur-Ollon;1884;0;Ollon;VD;2570547;1127427
Villarsel-le-Gibloux;1695;4;Le Glèbe;FR;2567946;1173816
Villarsel-sur-Marly;1723;3;Villarsel-sur-Marly;FR;2579706;1178840
Villarsiviriaux;1694;0;Villorsonnens;FR;2567351;1172201
Villarvolard;1651;0;Corbières;FR;2574635;1166056
Villarzel;1555;0;Villarzel;VD;2559811;1177657
Villaz-St-Pierre;1690;0;Villaz-Saint-Pierre;FR;2563173;1174423
Villeneuve FR;1527;0;Villeneuve (FR);FR;2556439;1177355
Villeneuve VD;1844;0;Villeneuve (VD);VD;2560508;1138451
Villeret;2613;0;Villeret;BE;2568043;1222917
Villette (Lavaux);1096;2;Bourg-en-Lavaux;VD;2544101;1149415
Villiers;2057;0;Val-de-Ruz;NE;2564525;1213844
Villigen;5234;0;Villigen;AG;2658104;1264329
Villmergen;5612;0;Villmergen;AG;2660358;1244414
Villnachern;5213;0;Villnachern;AG;2654125;1257867
Vilters;7324;0;Vilters-Wangs;SG;2753359;1210502
Vinelz;3234;0;Vinelz;BE;2575115;1209246
Vinzel;1184;1;Vinzel;VD;2510888;1144751
Vionnaz;1895;0;Vionnaz;VS;2558478;1128762
Vira (Gambarogno);6574;0;Gambarogno;TI;2708451;1111202
Visp;3930;0;Visp;VS;2633798;1126731
Visperterminen;3932;0;Visperterminen;VS;2636344;1123222
Vissoie;3961;21;Anniviers;VS;2611120;1118100
Vitznau;6354;0;Vitznau;LU;2679473;1207120
Vnà;7557;0;Valsot;GR;2822940;1192367
Vogelsang AG;5412;1;Gebenstorf;AG;2660323;1261144
Vogorno;6632;0;Vogorno;TI;2709559;1120010
Volken;8459;0;Volken;ZH;2689565;1269805
Volketswil;8604;0;Volketswil;ZH;2694181;1249406
Vollèges;1941;0;Vollèges;VS;2579126;1104020
Vordemwald;4803;0;Vordemwald;AG;2634588;1235772
Vorderthal;8857;0;Vorderthal;SZ;2710851;1220114
Vouvry;1896;0;Vouvry;VS;2557449;1131710
Vrin;7149;0;Lumnezia;GR;2727027;1168632
Vuadens;1628;0;Vuadens;FR;2567866;1162887
Vuarmarens;1674;0;Ursy;FR;2553167;1166150
Vuarrens;1418;0;Vuarrens;VD;2539535;1170974
Vucherens;1509;0;Vucherens;VD;2549089;1163691
Vufflens-la-Ville;1302;0;Vufflens-la-Ville;VD;2531028;1158806
Vufflens-le-Château;1134;0;Vufflens-le-Château;VD;2525749;1153294
Vugelles-La Mothe;1431;0;Vugelles-La Mothe;VD;2534374;1186242
Vuibroye;1610;2;Oron;VD;2551453;1158054
Vuippens;1633;2;Marsens;FR;2572009;1167578
Vuissens;1486;0;Vuissens;FR;2548575;1176530
Vuisternens-devant-Romont;1687;0;Vuisternens-devant-Romont;FR;2561046;1167345
Vuisternens-en-Ogoz;1696;0;Vuisternens-en-Ogoz;FR;2570517;1173027
Vuiteboeuf;1445;0;Vuiteboeuf;VD;2532161;1184376
Vulliens;1085;0;Vulliens;VD;2550831;1163581
Vullierens;1115;0;Vullierens;VD;2526605;1158550
Vulpera;7552;0;Tarasp;GR;2817387;1185731
Vättis;7315;0;Pfäfers;SG;2752183;1197370
Vérossaz;1891;11;Vérossaz;VS;2565251;1117775
Vésenaz;1222;0;Collonge-Bellerive;GE;2504432;1121434
Vétroz;1963;0;Vétroz;VS;2587653;1119147
Wabern;3084;0;Köniz;BE;2601196;1196995
Wagen;8646;0;Rapperswil-Jona;SG;2709591;1232372
Wagenhausen;8259;4;Wagenhausen;TG;2705390;1279739
Wagerswil;8564;6;Wigoltingen;TG;2722046;1274378
Wahlen b. Laufen;4246;0;Wahlen;BL;2606253;1250235
Wahlendorf;3046;0;Meikirch;BE;2592117;1206256
Walchwil;6318;0;Walchwil;ZG;2681692;1217143
Wald AR;9044;0;Wald (AR);AR;2754689;1253772
Wald ZH;8636;0;Wald (ZH);ZH;2711847;1237614
Walde AG;5046;2;Schmiedrued;AG;2650978;1234428
Walde SG;8727;0;Eschenbach (SG);SG;2719132;1236859
Waldenburg;4437;0;Waldenburg;BL;2622901;1247585
Waldhäusern AG;5624;2;Bünzen;AG;2666480;1242203
Waldkirch;9205;0;Waldkirch;SG;2738731;1259250
Waldstatt;9104;0;Waldstatt;AR;2739324;1246995
Walenstadt;8880;0;Walenstadt;SG;2741794;1220748
Walenstadtberg;8881;1;Walenstadt;SG;2740511;1222313
Walkringen;3512;0;Walkringen;BE;2613413;1199676
Wallbach;4323;0;Wallbach;AG;2634753;1268089
Wallenbuch;3206;2;Gurmels;FR;2583659;1197748
Wallenried;1784;3;Wallenried;FR;2575361;1191544
Wallenwil;8360;2;Eschlikon;TG;2714253;1256903
Wallisellen;8304;0;Wallisellen;ZH;2687250;1252632
Walliswil b. Niederbipp;3380;2;Walliswil bei Niederbipp;BE;2619168;1231858
Walliswil b. Wangen;3377;0;Walliswil bei Wangen;BE;2618499;1230909
Walperswil;3272;0;Walperswil;BE;2584155;1212037
Waltalingen;8468;0;Waltalingen;ZH;2700337;1275447
Waltensburg/Vuorz;7158;0;Waltensburg/Vuorz;GR;2728103;1181690
Waltenschwil;5622;0;Waltenschwil;AG;2664824;1242985
Walterswil BE;4942;0;Walterswil (BE);BE;2625638;1218037
Walterswil SO;5746;0;Walterswil (SO);SO;2639101;1241641
Walzenhausen;9428;0;Walzenhausen;AR;2763347;1257811
Wangen SZ;8855;0;Wangen (SZ);SZ;2710039;1227613
Wangen an der Aare;3380;0;Wangen an der Aare;BE;2616845;1231215
Wangen b. Dübendorf;8602;0;Wangen-Brüttisellen;ZH;2691381;1251650
Wangen b. Olten;4612;0;Wangen bei Olten;SO;2633156;1243627
Wangenried;3374;0;Wangenried;BE;2616439;1229599
Wangs;7323;0;Vilters-Wangs;SG;2751529;1210627
Wanzwil;3372;0;Heimenhausen;BE;2619199;1227582
Warth;8532;0;Warth-Weiningen;TG;2708166;1271372
Wasen im Emmental;3457;0;Sumiswald;BE;2627568;1210204
Wassen UR;6484;0;Wassen;UR;2688481;1173446
Wasserauen;9057;3;Schwende;AI;2750549;1238878
Wasterkingen;8195;0;Wasterkingen;ZH;2677774;1271560
Watt;8105;2;Regensdorf;ZH;2678960;1255311
Wattenwil;3665;0;Wattenwil;BE;2604871;1180104
Wattwil;9630;0;Wattwil;SG;2725166;1240005
Wauwil;6242;0;Wauwil;LU;2644258;1226313
Wavre;2075;2;La Tène;NE;2568383;1208534
Weesen;8872;0;Weesen;SG;2725777;1221963
Wegenstetten;4317;0;Wegenstetten;AG;2637121;1260463
Weggis;6353;0;Weggis;LU;2675680;1209552
Weiach;8187;0;Weiach;ZH;2675072;1267509
Weier im Emmental;3462;0;Affoltern im Emmental;BE;2623910;1212441
Weinfelden;8570;0;Weinfelden;TG;2726143;1269301
Weingarten-Kalthäusern;9508;0;Lommis;TG;2716714;1264875
Weiningen TG;8532;2;Warth-Weiningen;TG;2709227;1271718
Weiningen ZH;8104;0;Weiningen (ZH);ZH;2675148;1252242
Weissbad;9057;0;Schwende;AI;2750742;1241676
Weissenburg;3764;0;Därstetten;BE;2603038;1167686
Weissenstein b. Solothurn;4515;1;Oberdorf (SO);SO;2605098;1233347
Weisslingen;8484;0;Weisslingen;ZH;2699649;1254183
Weisstannen;7326;0;Mels;SG;2744797;1206150
Weite;9476;0;Wartau;SG;2756490;1217572
Welschenrohr;4716;0;Welschenrohr;SO;2606012;1236562
Wengen;3823;0;Lauterbrunnen;BE;2637119;1161942
Wengi b. Büren;3251;0;Wengi;BE;2596707;1214788
Wengi b. Frutigen;3714;3;Reichenbach im Kandertal;BE;2617176;1162060
Wenslingen;4493;0;Wenslingen;BL;2635825;1254489
Werdenberg;9470;5;Grabs;SG;2753341;1226156
Wergenstein;7433;5;Casti-Wergenstein;GR;2750560;1165708
Wermatswil;8615;0;Uster;ZH;2698753;1246517
Wernetshausen;8342;0;Hinwil;ZH;2707983;1239658
Werthenstein;6106;0;Werthenstein;LU;2650512;1211698
Wettingen;5430;0;Wettingen;AG;2667347;1258223
Wettswil;8907;0;Wettswil am Albis;ZH;2677860;1243686
Wetzikon TG;8512;3;Thundorf;TG;2717415;1266361
Wetzikon ZH;8620;0;Wetzikon (ZH);ZH;2703396;1242179
Wetzikon ZH;8623;0;Wetzikon (ZH);ZH;2704168;1243343
Wichtrach;3114;0;Wichtrach;BE;2610267;1188486
Widen;8967;0;Widen;AG;2669418;1246721
Widnau;9443;0;Widnau;SG;2766119;1252698
Wiedlisbach;4537;0;Wiedlisbach;BE;2615848;1232914
Wienacht-Tobel;9405;0;Lutzenberg;AR;2758215;1259365
Wiesenberg;6383;3;Dallenwil;NW;2670538;1197664
Wiesendangen;8542;0;Wiesendangen;ZH;2702443;1264196
Wiezikon b. Sirnach;8372;0;Sirnach;TG;2716926;1256555
Wiggen;6192;0;Escholzmatt-Marbach;LU;2635904;1193924
Wiggiswil;3053;4;Wiggiswil;BE;2602450;1208919
Wigoltingen;8556;0;Wigoltingen;TG;2719492;1273113
Wikon;4806;0;Wikon;LU;2640088;1234668
Wil AG;5276;0;Mettauertal;AG;2654164;1268132
Wil SG;9500;0;Kirchberg (SG);SG;2721831;1255686
Wil SG;9500;0;Wil (SG);SG;2721618;1258321
Wil ZH;8196;0;Wil (ZH);ZH;2680078;1272987
Wila;8492;0;Wila;ZH;2705807;1253357
Wilchingen;8217;0;Wilchingen;SH;2676717;1280401
Wildberg;8489;0;Wildberg;ZH;2704340;1253814
Wildegg;5103;0;Möriken-Wildegg;AG;2654827;1251927
Wildensbuch;8465;1;Trüllikon;ZH;2693224;1278499
Wilderswil;3812;0;Wilderswil;BE;2632972;1168407
Wildhaus;9658;0;Wildhaus-Alt St. Johann;SG;2744784;1229612
Wilen (Gottshaus);9225;0;Hauptwil-Gottshaus;TG;2738861;1261772
Wilen (Sarnen);6062;0;Sarnen;OW;2659862;1192597
Wilen b. Neunforn;8525;2;Neunforn;TG;2702068;1273217
Wilen b. Wil;9535;0;Wilen (TG);TG;2720168;1256363
Wilen b. Wollerau;8832;2;Freienbach;SZ;2698202;1228150
Wiler (Lötschen);3918;0;Wiler (Lötschen);VS;2626863;1139168
Wiler b. Seedorf;3266;0;Seedorf (BE);BE;2590718;1210724
Wiler b. Utzenstorf;3428;0;Wiler bei Utzenstorf;BE;2608844;1222466
Wileroltigen;3207;0;Wileroltigen;BE;2584506;1202126
Wiliberg;5058;0;Wiliberg;AG;2644175;1235355
Wilihof;6236;0;Triengen;LU;2647361;1230453
Willadingen;3425;2;Willadingen;BE;2613082;1221758
Willerzell;8846;0;Einsiedeln;SZ;2702838;1220761
Willisau;6130;0;Willisau;LU;2641666;1218323
Willisdorf;8253;2;Diessenhofen;TG;2697583;1281693
Wimmis;3752;0;Wimmis;BE;2615048;1169101
Winden;9315;2;Egnach;TG;2744678;1263524
Windisch;5210;0;Windisch;AG;2658644;1258181
Windlach;8175;0;Stadel;ZH;2678256;1266134
Winikon;6235;0;Triengen;LU;2646140;1232289
Winistorf;4558;3;Drei Höfe;SO;2615839;1222466
Winkel;8185;0;Winkel;ZH;2684488;1260905
Winterberg ZH;8312;0;Lindau;ZH;2694848;1256970
Wintersingen;4451;0;Wintersingen;BL;2629295;1260631
Winterthur;8406;0;Winterthur;ZH;2695114;1259926
Winterthur;8405;0;Winterthur;ZH;2700976;1259392
Winterthur;8400;0;Winterthur;ZH;2695997;1261894
Winterthur;8408;0;Winterthur;ZH;2693768;1262630
Winterthur;8404;0;Winterthur;ZH;2699485;1262695
Winterthur;8409;0;Winterthur;ZH;2701155;1262984
Winznau;4652;0;Winznau;SO;2637127;1245973
Wirzweli;6383;4;Dallenwil;NW;2670579;1196220
Wisen SO;4634;0;Wisen (SO);SO;2634075;1249120
Wislikofen;5463;0;Wislikofen;AG;2669555;1267825
Wittenbach;9300;0;Wittenbach;SG;2746291;1258458
Wittenwil;9547;0;Aadorf;TG;2712002;1262572
Witterswil;4108;0;Witterswil;SO;2606763;1259637
Wittinsburg;4443;0;Wittinsburg;BL;2630229;1253016
Wittnau;5064;0;Wittnau;AG;2640699;1258885
Wittwil;5053;2;Staffelbach;AG;2645220;1238065
Wohlen AG;5610;0;Wohlen (AG);AG;2663969;1245514
Wohlen b. Bern;3033;0;Wohlen bei Bern;BE;2593688;1202507
Wohlenschwil;5512;0;Wohlenschwil;AG;2661561;1251393
Wolfenschiessen;6386;0;Wolfenschiessen;NW;2673536;1195633
Wolfertswil;9116;0;Degersheim;SG;2731407;1250766
Wolfhalden;9427;0;Wolfhalden;AR;2759265;1257805
Wolfhausen;8633;0;Bubikon;ZH;2703195;1234576
Wolfisberg;4704;2;Wolfisberg;BE;2616745;1236018
Wolfwil;4628;0;Wolfwil;SO;2626849;1235589
Wolhusen;6110;0;Wolhusen;LU;2648329;1212275
Wollerau;8832;0;Freienbach;SZ;2699555;1228088
Wollerau;8832;0;Wollerau;SZ;2697009;1228015
Worb;3076;0;Worb;BE;2609151;1197365
Worben;3252;0;Worben;BE;2589123;1216529
Worblaufen;3048;0;Ittigen;BE;2602098;1203351
Wuppenau;9514;0;Wuppenau;TG;2725443;1261835
Wynau;4923;0;Wynau;BE;2628473;1234282
Wynigen;3472;0;Wynigen;BE;2617629;1217516
Wyssachen;4954;0;Wyssachen;BE;2629300;1214311
Wädenswil;8820;0;Wädenswil;ZH;2692641;1231001
Wäldi;8564;4;Wäldi;TG;2724585;1277078
Wängi;9545;0;Wängi;TG;2714467;1261788
Wölflinswil;5063;0;Wölflinswil;AG;2642531;1257081
Wöschnau;5012;3;Eppenberg-Wöschnau;SO;2644286;1248241
Wünnewil;3184;0;Wünnewil-Flamatt;FR;2587546;1191182
Würenlingen;5303;0;Würenlingen;AG;2661040;1264913
Würenlos;5436;0;Würenlos;AG;2670321;1254962
Yens;1169;0;Yens;VD;2521614;1152433
Yverdon-les-Bains;1400;0;Yverdon-les-Bains;VD;2539038;1181165
Yvonand;1462;0;Yvonand;VD;2547053;1183241
Yvorne;1853;0;Yvorne;VD;2563208;1131168
Zauggenried;3309;2;Fraubrunnen;BE;2607770;1213579
Zeglingen;4495;0;Zeglingen;BL;2635631;1251932
Zeihen;5079;0;Zeihen;AG;2648922;1258487
Zeiningen;4314;0;Zeiningen;AG;2632947;1265927
